roi_name,425,435,445,455,465,475,485,495,505,515,525,535,545,555,565,575,585,595,605,615,625,635,645,655,665,675,685,695,705,715,725,735
Runx2,23.5555555555556,85.3333333333333,51.1111111111111,86.8888888888889,120.444444444444,43.3333333333333,13.2222222222222,16.6666666666667,59.3333333333333,72,147.888888888889,135,145.888888888889,31.6666666666667,0.888888888888889,179.777777777778,121.888888888889,255.444444444444,197.666666666667,141.222222222222,116.333333333333,0,8.55555555555556,103.222222222222,170.888888888889,443.444444444445,1362.66666666667,1872.33333333333,2462.22222222222,2041.77777777778,1535.11111111111,816.444444444445
background_high,423.555555555556,593.111111111111,491.555555555556,523.777777777778,833.555555555556,699.444444444444,42.5555555555556,276.888888888889,940.555555555556,858.333333333333,1016.66666666667,1155.22222222222,1483,158.444444444444,23.1111111111111,1632.11111111111,1633.33333333333,1165,937.888888888889,825.666666666667,593.444444444445,33.2222222222222,43.8888888888889,326.111111111111,306.222222222222,362.111111111111,467.444444444445,583.111111111111,608.888888888889,537.222222222222,350.888888888889,302.111111111111
background_low,63.6666666666667,76.6666666666667,55.3333333333333,85.6666666666667,135.222222222222,188.333333333333,17.4444444444444,27.7777777777778,118.444444444444,85.4444444444444,116.222222222222,274,309.222222222222,4.33333333333333,5,361.555555555556,318,272.666666666667,222.333333333333,235,188.666666666667,1.66666666666667,20.7777777777778,92.4444444444445,51,124.222222222222,280.666666666667,377,402.555555555556,326,241,129.111111111111
mancr+tp63-1,82,81.3333333333333,131.5,44.1666666666667,127.666666666667,185.833333333333,20.5,27.8333333333333,185.5,172.333333333333,192.166666666667,205.166666666667,232.333333333333,40.1666666666667,26.1666666666667,2953.66666666667,2516.33333333333,1757.16666666667,1101.16666666667,1029.83333333333,665.5,12.8333333333333,27,255.833333333333,284.333333333333,388.833333333333,499.166666666667,894,657.5,557.833333333333,411.166666666667,268.333333333333
mancr+tp63-2,53,89.4444444444445,93,81.7777777777778,63.4444444444445,131.666666666667,13.4444444444444,34.3333333333333,100.222222222222,48.8888888888889,70.8888888888889,120,106.333333333333,69.3333333333333,6.11111111111111,1661,1459.44444444444,903.888888888889,711.666666666667,581.111111111111,315.555555555556,1.22222222222222,19.7777777777778,150.222222222222,144.333333333333,137,129.666666666667,149,168.888888888889,66.8888888888889,61,58.1111111111111
nucleus,2470.55555555556,2224,2324.66666666667,2417.55555555556,2583,1936.55555555556,48.8888888888889,345.555555555556,810,697,730.777777777778,541.666666666667,680.777777777778,60,4.66666666666667,621.333333333333,565.333333333333,499.444444444444,385.333333333333,323.444444444444,268.222222222222,1.44444444444444,8.33333333333333,145,160.222222222222,198.111111111111,383.444444444445,556.777777777778,590.888888888889,320.666666666667,324.777777777778,141.888888888889
nucleus+Runx2,933.444444444445,1201.88888888889,978.222222222222,815.888888888889,998.222222222222,694.333333333333,18.3333333333333,101,314.333333333333,271.777777777778,319.777777777778,271.444444444444,295,13.6666666666667,1.11111111111111,313.555555555556,223.777777777778,270.111111111111,273.666666666667,158.888888888889,132.444444444444,0.111111111111111,3.22222222222222,127.222222222222,125.888888888889,328.777777777778,974.666666666667,1581.33333333333,1607.55555555556,1339.22222222222,1169.88888888889,558.666666666667
nucleus+mancr+Runx2,320.166666666667,407.166666666667,324,454,469,299.333333333333,19.3333333333333,16,218.666666666667,92,100.333333333333,127.166666666667,90,3.83333333333333,0.833333333333333,720.333333333333,378,325.5,250.333333333333,100.333333333333,151.5,0,2.16666666666667,77,75.3333333333333,166,287.333333333333,402,596.666666666667,520.333333333333,369,172.5
tp63+Runx2,68.6666666666667,40.2222222222222,36.3333333333333,61.5555555555556,44.7777777777778,84.2222222222222,25.7777777777778,12.7777777777778,91.7777777777778,76.4444444444445,60.3333333333333,102.888888888889,133.555555555556,1.11111111111111,1.44444444444444,142.666666666667,375.111111111111,788.333333333333,1014.55555555556,1329.66666666667,1125.55555555556,11.1111111111111,57,492.333333333333,352.666666666667,458.666666666667,583.666666666667,1036.22222222222,871.555555555556,834.222222222222,572.222222222222,427.222222222222
